"","X","title","main_speaker","new_views","published_date","description","speaker_occupation","num_speaker","duration","comments","tags","languages","url","funny","courageous","confusing","beautiful","unconvincing","longwinded","informative","inspiring","fascinating","ingenious","persuasive","jawdrop","obnoxious","OK","top_rating","bottom_rating"
"2060",2060,"Piano jazz that rocks","Eric Lewis",572420.7759,"06-03-2009","Eric Lewis, an astonishingly talented crossover jazz pianist -- seen by many for the first time at TED2009 -- sets fire to the keys with his shattering rendition of Evanescence's chart-topper, ""Going Under.""","Pianist",1,636,194,"['entertainment', 'innovation', 'invention', 'live music', 'music', 'performance', 'piano']",0,"https://www.ted.com/talks/eric_lewis_strikes_chords_to_rock_the_jazz_world
",89,119,250,214,73,128,135,86,4,49,46,42,9,3,"confusing","OK"
"2061",2061,"Can democracy exist without trust?","Ivan Krastev",572095.532,"14-08-2012","It seems the more we know about how democracy works -- through government transparency, better media coverage, even new insights about our brains -- the less we trust democracy itself. Yet it's still, arguably, the best system of government available. As Ivan Krastev says, ""What went right is also what went wrong."" Can democracy survive?","Public intellectual",1,844,170,"['Europe', 'big problems', 'culture', 'democracy', 'global issues', 'politics', 'protests']",29,"https://www.ted.com/talks/ivan_krastev_can_democracy_exist_without_trust
",26,125,267,18,196,63,34,86,95,17,3,36,11,7,"confusing","persuasive"
"2062",2062,"Aid for Africa? No thanks.","Andrew Mwenda",570692.5246,"04-09-2007","In this provocative talk, journalist Andrew Mwenda asks us to reframe the ""African question"" -- to look beyond the media's stories of poverty, civil war and helplessness and see the opportunities for creating wealth and happiness throughout the continent.","Journalist",1,1027,126,"['Africa', 'business', 'global development', 'global issues', 'investment', 'philanthropy', 'technology']",30,"https://www.ted.com/talks/andrew_mwenda_takes_a_new_look_at_africa
",240,251,403,52,64,25,115,15,9,1020,67,38,8,7,"ingenious","OK"
"2063",2063,"Are we over-medicalized?","Ivan Oransky",570597.7431,"20-06-2012","Reuters health editor Ivan Oransky warns that we're suffering from an epidemic of preposterous preconditions -- pre-diabetes, pre-cancer, and many more. In this engaging talk from TEDMED he shows how health care can find a solution... by taking an important lesson from baseball.","Health reporter",1,624,76,"['Bioethics', 'activism', 'aging', 'cancer', 'culture', 'disease', 'health', 'health care', 'medicine', 'public health', 'science', 'society', 'sports']",22,"https://www.ted.com/talks/ivan_oransky_are_we_over_medicalized
",125,118,26,18,30,11,62,18,60,26,19,8,11,5,"funny","OK"
"2064",2064,"Architecture that senses and responds","Carlo Ratti",569313.401,"03-05-2011","With his team at SENSEable City Lab, MIT's Carlo Ratti makes cool things by sensing the data we create. He pulls from passive data sets -- like the calls we make, the garbage we throw away -- to create surprising visualizations of city life. And he and his team create dazzling interactive environments from moving water and flying light, powered by simple gestures caught through sensors.","Architect and engineer",1,946,80,"['cities', 'design', 'entertainment', 'technology']",29,"https://www.ted.com/talks/carlo_ratti_architecture_that_senses_and_responds
",82,235,133,104,234,164,57,27,67,28,21,9,18,12,"courageous","jawdrop"
"2065",2065,"The journey across the high wire","Philippe Petit",569205.6363,"24-05-2012","Even a death-defying magician has to start somewhere. High-wire artist Philippe Petit takes you on an intimate journey from his first card trick at age 6 to his tightrope walk between the Twin Towers.","High-wire artist",1,1147,76,"['entertainment', 'magic', 'personal growth', 'storytelling']",25,"https://www.ted.com/talks/philippe_petit_the_journey_across_the_high_wire
",413,169,136,73,16,26,83,34,11,14,9,65,5,5,"funny","obnoxious"
"2066",2066,"What teachers make","Taylor Mali",568138.9244,"23-01-2010","Ever heard the phrase ""Those who can't do, teach""? At the Bowery Poetry Club, slam poet Taylor Mali begs to differ, and delivers a powerful, 3-minute response on behalf of educators everywhere.","Slam poet",1,182,177,"['education', 'performance', 'poetry', 'writing']",0,"https://www.ted.com/talks/taylor_mali_what_teachers_make
",825,351,202,75,253,219,25,49,39,91,120,11,140,18,"funny","jawdrop"
"2067",2067,"A song inspired by the ocean","Jackson Browne",568037.0724,"09-04-2011","Jackson Browne plays a song about being on the ocean ... or really, being anywhere among passionate friends. (He started writing this song aboard Mission Blue Voyage, a Sylvia Earle-inspired conference about saving the ocean.) ""If I could be anywhere,"" he sings, ""anywhere right now, I would be here.""","Musician and activist",1,266,32,"['TED Prize', 'TEDx', 'entertainment', 'music', 'oceans']",31,"https://www.ted.com/talks/jackson_browne_if_i_could_be_anywhere
",61,131,15,130,16,4,16,13,10,42,7,10,16,2,"courageous","OK"
"2068",2068,"The divided brain","Iain McGilchrist",568026.3562,"25-10-2011","Psychiatrist Iain McGilchrist describes the real differences between the left and right halves of the human brain. It's not simply ""emotion on the right, reason on the left,"" but something far more complex and interesting. A Best of the Web talk from RSA Animate.","Psychiatrist and writer",1,708,233,"['brain', 'culture', 'neuroscience', 'science']",0,"https://www.ted.com/talks/iain_mcgilchrist_the_divided_brain
",165,802,454,1053,434,469,49,39,219,273,77,91,29,11,"beautiful","OK"
"2069",2069,"A simple solution to the coming phosphorus crisis","Mohamed Hijri",568012.9607,"30-10-2013","There's a farming crisis no one is talking about: The world is running out of phosphorus, an essential element that's a key component of DNA and the basis of cellular communication. As biologist Mohamed Hijri shows, all roads of this crisis lead back to how we farm -- with chemical fertilizers chock-full of the element, which plants are not efficient at absorbing. One solution? A microscopic mushroom ...","Biologist",1,821,130,"['Anthropocene', 'TEDx', 'agriculture', 'biology', 'botany', 'ecology', 'farming', 'food', 'plants', 'science']",22,"https://www.ted.com/talks/mohamed_hijri_a_simple_solution_to_the_coming_phosphorus_crisis
",182,84,57,24,74,29,5,23,3,12,5,2,1,0,"funny","OK"
"2070",2070,"What your designs say about you","Sebastian Deterding",567280.668,"01-06-2012","What does your chair say about what you value? Designer Sebastian Deterding shows how our visions of morality and ""the good life"" are reflected in the design of objects around us.
","Designer",1,743,38,"['TEDx', 'communication', 'culture', 'design', 'life', 'morality', 'philosophy']",24,"https://www.ted.com/talks/sebastian_deterding_what_your_designs_say_about_you
",56,88,112,76,4,36,40,52,12,15,4,20,8,19,"confusing","unconvincing"
"2071",2071,"My 5 lives as an artist","Raghava KK",567221.7201,"26-02-2010","With endearing honesty and vulnerability, Raghava KK tells the colorful tale of how art has taken his life to new places, and how life experiences in turn have driven his multiple reincarnations as an artist -- from cartoonist to painter, media darling to social outcast, and son to father.","Artist",1,1075,189,"['art', 'culture', 'design', 'entertainment']",25,"https://www.ted.com/talks/raghava_kk_five_lives_of_an_artist
",86,402,612,282,210,229,39,13,53,43,15,13,9,24,"confusing","obnoxious"
"2072",2072,"Retrofitting suburbia","Ellen Dunham-Jones",567196.8282,"29-06-2010","Can we rebuild our broken suburbs? Ellen Dunham-Jones shares a vision of dying malls rehabilitated, dead ""big box"" stores re-inhabited, and endless parking lots transformed into thriving wetlands.","Architect",1,1163,118,"['TEDx', 'cities', 'design', 'infrastructure', 'urban planning']",22,"https://www.ted.com/talks/ellen_dunham_jones_retrofitting_suburbia
",339,184,73,214,22,13,49,68,71,111,27,18,8,0,"funny","OK"
"2073",2073,"Globalizing the local, localizing the global","Sheikha Al Mayassa",566581.3446,"09-02-2012","Sheikha Al Mayassa, a patron of artists, storytellers and filmmakers in Qatar, talks about how art and culture create a country's identity -- and allow every country to share its unique identity with the wider world. As she says: ""We don't want to be all the same, but we do want to understand each other.""","Founder, Doha Film Institute",1,653,94,"['Islam', 'Middle East', 'art', 'cities', 'culture', 'film']",28,"https://www.ted.com/talks/sheikha_al_mayassa_globalizing_the_local_localizing_the_global
",92,47,17,45,64,44,64,164,32,10,13,11,13,9,"inspiring","OK"
"2074",2074,"The conscience of television","Lauren Zalaznick",566140.5028,"17-09-2011","TV executive Lauren Zalaznick thinks deeply about pop television. Sharing results of a bold study that tracks attitudes against TV ratings over five decades, she makes a case that television reflects who we truly are -- in ways we might not have expected.","Media executive",1,792,161,"['culture', 'entertainment']",30,"https://www.ted.com/talks/lauren_zalaznick
",75,165,311,102,45,253,48,47,12,40,47,17,15,9,"confusing","OK"
"2075",2075,"How our friendship survives our opposing politics","Caitlin Quattromani and Lauran Arledge",565808.7094,"12-09-2017","Can you still be friends with someone who doesn't vote the same way as you? For Caitlin Quattromani and Lauran Arledge, two best friends who think very differently about politics, the outcome of the 2016 US presidential election could have resulted in hostility and disrespect. Hear about how they chose to engage in dialogue instead -- and learn some simple tactics they're using to maintain their bipartisan friendship.","Marketing leader",2,865,21,"['TEDx', 'communication', 'friendship', 'politics', 'society']",5,"https://www.ted.com/talks/caitlin_quattromani_and_lauran_arledge_how_our_friendship_survives_our_opposing_politics
",45,26,72,15,15,7,40,16,12,4,5,1,1,0,"confusing","OK"
"2076",2076,"One seed at a time, protecting the future of food","Cary Fowler",564971.8716,"31-08-2009","The wheat, corn and rice we grow today may not thrive in a future threatened by climate change. Cary Fowler takes us inside the Svalbard Global Seed Vault, a vast treasury buried within a frozen mountain in Norway, that stores a diverse group of food-crop seeds ... for whatever tomorrow may bring.","Biodiversity archivist",1,1028,99,"['Anthropocene', 'agriculture', 'biodiversity', 'climate change', 'disaster relief', 'ecology', 'environment', 'food', 'garden', 'plants']",26,"https://www.ted.com/talks/cary_fowler_one_seed_at_a_time_protecting_the_future_of_food
",74,235,185,336,227,72,45,54,31,48,11,30,17,5,"beautiful","OK"
"2077",2077,"Obesity + hunger = 1 global food issue","Ellen  Gustafson",564133.0624,"07-07-2010","Co-creator of the philanthropic FEED bags, Ellen Gustafson says hunger and obesity are two sides of the same coin. In her talk, she launches The 30 Project -- a way to change how we farm and eat in the next 30 years, and solve the global food inequalities behind both epidemics.","Social entrepreneur",1,675,296,"['TEDx', 'food', 'global issues', 'health', 'obesity', 'social change']",28,"https://www.ted.com/talks/ellen_gustafson_obesity_hunger_1_global_food_issue
",236,322,225,61,62,39,45,89,121,16,70,48,14,73,"courageous","obnoxious"
"2078",2078,"Art in exile","Shirin Neshat",564092.5324,"26-05-2011","Iranian-born artist Shirin Neshat explores the paradox of being an artist in exile: a voice for her people, but unable to go home. In her work, she explores Iran pre- and post-Islamic Revolution, tracing political and societal change through powerful images of women.","Iranian visual artist",1,644,165,"['art', 'film', 'global issues', 'photography', 'women']",32,"https://www.ted.com/talks/shirin_neshat_art_in_exile
",258,94,320,151,39,43,17,135,5,34,35,26,9,11,"confusing","fascinating"
"2079",2079,"Surgery's past, present and robotic future","Catherine Mohr",563124.6092,"18-06-2009","Surgeon and inventor Catherine Mohr tours the history of surgery (and its pre-painkiller, pre-antiseptic past), then demos some of the newest tools for surgery through tiny incisions, performed using nimble robot hands. Fascinating -- but not for the squeamish.","Roboticist",1,1135,110,"['design', 'health care', 'heart health', 'medicine', 'science', 'technology']",28,"https://www.ted.com/talks/catherine_mohr_surgery_s_past_present_and_robotic_future
",379,460,182,164,238,62,44,111,62,17,31,3,18,5,"courageous","jawdrop"
"2080",2080,"The sticky wonder of gecko feet","Robert Full",561975.0193,"27-11-2007","Biologist Robert Full shares slo-mo video of some captivating critters. Take a closer look at the spiny legs that allow cockroaches to scuttle across mesh and the nanobristle-packed feet that let geckos to run straight up walls.","Biologist",1,1164,31,"['design', 'evolution', 'robots', 'science', 'technology']",20,"https://www.ted.com/talks/robert_full_on_animal_movement
",310,513,262,228,78,51,4,13,7,9,116,26,21,14,"courageous","informative"
